Year,Prime Rate,Fed Funds Rate,Money M1,Money M2,Gross domestic product,Personal consumption expenditur,Goods,Durable goods,Nondurable goods,Services,Gross private domestic investme,Fixed investment,Nonresidential,Structures,Equipment and software,Residential,Exports,Goods_1,Services_1,Imports,Goods_2,Services_2,Government consumption expendit,Federal,National defense,Nondefense,State and local,Personal income,Less: Contributions for governm,Less: Personal current taxes,Equals: Disposable personal inc,Less: Personal outlays,Personal consumption expendit_1,Equals: Personal saving,"Population (midperiod, thousand"
1994-IV ,8.133333333,5.166666667,1150.566667,3493.566667,9003.639616,5996.962438,1882.38749,508.9825183,1422.960688,4139.133726,1270.149221,1197.226416,750.8016985,328.1654184,465.3510486,468.0831466,801.3484381,542.8025108,261.1859122,912.9194115,740.6609858,174.4619075,1883.610451,716.6466138,485.4301508,231.5437162,1165.475304,7486.180639,642.7089674,873.1351627,6613.045477,6242.500279,6032.942872,370.5451971,264678
1995-I ,8.833333333,5.81,1148.5,3497.8,9023.522875,6004.077472,1873.140582,498.4473669,1428.16929,4158.864716,1281.128576,1224.673922,781.5454554,336.4910698,486.7914054,457.6749265,816.1110588,555.4732193,262.7496723,933.0878485,755.2120267,180.7329013,1891.127803,715.037522,484.0552184,231.1561855,1174.7379,7541.149596,649.1325554,889.0535284,6652.096067,6247.947151,6036.549978,404.1489165,265388
1995-II ,9,6.02,1146.3,3531,9042.608118,6053.261374,1885.820022,503.5705392,1435.17333,4196.407186,1246.355124,1219.996891,786.9899953,343.1104029,488.0016954,442.9921212,827.3694692,564.8508876,264.2946391,942.0635579,765.7856241,178.4763249,1897.55963,712.1989843,483.3152599,229.1942411,1184.132131,7574.189266,651.6608069,912.3988887,6661.790377,6316.352371,6094.337767,345.4380056,266142
1995-III ,8.766666667,5.796666667,1144.266667,3593.933333,9122.791984,6107.389079,1908.633898,517.7693609,1440.269632,4226.370692,1237.936114,1236.113267,792.2880834,345.65428,491.1678116,456.6635601,863.4941099,586.6188652,279.3302733,945.3930614,767.4590106,180.245756,1893.513877,707.4169285,477.4140641,230.0012127,1184.920449,7626.788753,655.2741428,915.2783048,6711.510448,6376.95707,6148.657747,334.553378,267000
1995-IV ,8.716666667,5.72,1132.933333,3628.966667,9185.848252,6150.31659,1926.669732,526.8429002,1447.713689,4250.2167,1272.31529,1261.946471,808.1816402,342.8003778,506.0896882,467.0354313,875.9871307,594.8106564,283.7292162,957.5566087,776.2114268,183.9148652,1872.449257,680.8294857,462.4722868,218.5586312,1190.898467,7678.3583,657.6543661,932.5295336,6745.828766,6425.039581,6186.944343,320.7891852,267820
1996-I ,8.333333333,5.363333333,1121.466667,3673.9,9252.368147,6206.444158,1942.059974,532.4961463,1457.012595,4291.797839,1292.10381,1293.838915,828.2881978,348.8107246,519.8746331,479.3112693,887.0933981,607.4103665,281.4567591,988.6328855,803.7745128,187.0054553,1884.611762,694.8978517,471.4278134,223.6483858,1188.695948,7785.570657,659.2048841,964.8230249,6820.747632,6484.967415,6246.214599,335.7802166,268487
1996-II ,8.25,5.243333333,1118.833333,3718.333333,9413.582109,6276.666986,1979.930967,549.4353725,1475.630372,4320.417925,1360.217138,1335.936628,852.1658183,356.4192748,536.1162952,499.5033137,902.0456168,613.8458915,290.4208162,1010.88548,824.0612679,188.5732431,1911.590137,704.7189221,477.8961385,227.1257572,1205.829127,7920.322476,666.3126516,1007.011912,6913.310564,6579.007712,6334.616638,334.3028518,269251
1996-III ,8.25,5.306666667,1103.4,3753.333333,9478.557446,6314.235718,1994.036218,553.3970302,1486.175527,4343.438239,1413.378392,1366.847252,880.5380295,360.8808373,557.8067727,498.1376661,909.3216843,625.241298,285.3705261,1043.718717,852.0343576,193.1424137,1909.402054,692.3178633,467.6516618,224.8018194,1216.192448,7976.557903,670.9579796,1006.857294,6969.700609,6619.510262,6370.197793,350.0702542,270128
1996-IV ,8.25,5.28,1083.633333,3797.333333,9591.153616,6365.721311,2018.203934,564.149971,1498.269365,4369.023638,1418.464022,1389.677319,904.3150107,379.2358065,568.2971382,493.0543396,966.2460332,659.1771138,309.2341062,1064.324852,872.8610971,192.5619636,1924.846319,690.3754697,464.6624473,225.8199181,1233.920723,8050.567842,675.9115362,1026.180514,7024.387328,6690.974298,6437.178721,333.4130305,270991
1997-I ,8.266666667,5.276666667,1077.4,3845.4,9678.263455,6429.915555,2045.508366,579.4768612,1507.407015,4404.566048,1462.426081,1416.785587,927.4197569,382.5265643,586.2227834,494.6355203,984.5636362,681.8793893,303.5662342,1109.89854,910.4936641,200.4957978,1930.101048,681.3627255,449.7658968,231.5691808,1248.345478,8154.148082,684.5078799,1066.190901,7087.83824,6759.203092,6502.646447,328.6351472,271709
1997-II ,8.5,5.523333333,1064.566667,3889,9800.828893,6456.002064,2043.995859,577.6502587,1508.220326,4434.379476,1536.379469,1447.308203,950.394205,379.215674,607.7932351,500.9391706,1023.514029,713.4623174,310.2570039,1147.293152,945.1652413,202.6071933,1945.997383,693.5416775,460.3309569,233.2091948,1252.166956,8206.512729,689.402013,1078.152753,7128.359976,6779.396092,6517.465956,348.963884,272487
1997-III ,8.5,5.533333333,1069.4,3950.766667,9930.685119,6565.72391,2097.52097,603.424526,1532.583792,4487.142661,1570.435979,1503.102402,998.8763143,393.5088775,641.5143377,503.2446603,1047.287496,734.3837929,312.6121641,1189.558456,979.5882763,210.5147543,1947.808896,691.3208331,458.1191214,233.1831678,1256.294092,8314.833621,696.9274733,1104.550929,7210.282691,6895.826937,6628.368325,314.4557542,273391
1997-IV ,8.5,5.506666667,1069.466667,4011.666667,10005.88187,6640.832595,2126.239631,618.8189466,1543.343872,4532.79726,1594.631559,1515.994903,1006.925892,396.1588294,646.9717798,508.3179298,1045.368722,735.4083153,309.4270809,1215.164646,1001.583531,214.0500227,1951.002344,690.3768393,460.660097,229.7799952,1260.336846,8441.069559,707.0006,1131.906784,7309.045137,6974.602092,6703.095039,334.5606832,274246
1998-I ,8.5,5.52,1076.466667,4084.966667,10102.42676,6706.855379,2142.714958,624.0802449,1554.754769,4583.199585,1672.39084,1561.70294,1041.793715,391.8474095,679.8975217,517.3684957,1050.360183,737.464693,312.5290131,1260.733802,1038.66805,222.6265922,1939.45895,668.7434831,433.2148694,235.2926254,1270.831959,8630.746823,718.631804,1162.99011,7467.756713,7032.677896,6762.867949,435.0788169,274950
1998-II ,8.5,5.5,1077.2,4159.366667,10192.39783,6822.164889,2199.057517,655.9584168,1573.954907,4639.025947,1651.459547,1616.091047,1079.903445,412.9613657,700.7006106,532.8676843,1038.172956,719.9571964,318.6632367,1289.527816,1062.946526,227.0862853,1981.757444,687.2092724,449.7714234,237.3027223,1294.554162,8764.295088,726.9403825,1190.944882,7573.350206,7157.035058,6878.28084,416.432321,275703
1998-III ,8.496666667,5.533333333,1076.9,4230.066667,10327.91287,6912.687933,2232.53367,674.9330219,1585.444015,4695.469584,1699.662921,1646.874401,1096.232504,413.1512184,714.8505313,548.8161968,1033.374919,721.3405597,312.1304176,1306.717841,1074.861637,232.5263981,2000.181787,681.4279491,455.3738771,226.1331855,1319.017603,8860.76836,734.2726731,1210.791123,7649.977236,7249.68773,6966.835156,400.2895066,276564
1998-IV ,7.92,4.86,1092.033333,4340.5,10510.78148,7018.544606,2300.564996,714.9592947,1607.15767,4728.135544,1758.390016,1697.193351,1132.373432,412.6064437,747.249725,561.9793609,1072.358435,750.1060855,322.2335354,1348.661351,1114.034165,235.0121663,2018.029886,688.0540312,451.7583408,236.2085499,1330.217462,8946.0693,742.1292846,1236.494039,7709.575261,7363.426788,7076.890835,346.0320417,277400
1999-I ,7.75,4.733333333,1097.366667,4417.366667,10606.82651,7087.654676,2328.950701,716.5978833,1636.726547,4768.014484,1815.987155,1728.645481,1158.573777,410.8733237,771.5540659,565.4208165,1064.051765,735.3583439,329.1820081,1382.543994,1144.039968,238.8585693,2028.266291,683.5145683,446.3093649,237.0507004,1345.11132,8997.93628,756.504197,1244.608821,7753.327459,7421.161248,7138.848954,332.1662106,278103
1999-II ,7.75,4.746666667,1101.466667,4481.8,10682.4453,7199.185084,2383.950553,750.9909151,1652.038274,4821.924061,1802.648873,1769.094659,1191.064422,405.9125816,803.6666945,571.5252402,1076.193431,743.6101975,333.0736268,1426.437291,1183.906846,242.5658505,2036.636158,683.4848561,446.4658477,236.860668,1353.567977,9041.851873,757.8364025,1259.366161,7782.485713,7551.694279,7262.02159,230.7914334,278864
1999-III ,8.103333333,5.093333333,1098.3,4547.5,10820.53406,7285.717539,2412.592515,769.2443238,1659.833706,4879.808841,1850.205891,1810.148297,1225.237067,405.6591603,834.4253089,576.2520801,1104.403016,767.8294827,336.8514838,1478.060313,1230.168276,247.74372,2062.918642,697.8486434,459.7151026,238.0630824,1365.419926,9130.569841,761.858742,1284.184125,7846.270666,7655.288257,7361.911665,190.9824089,279751
1999-IV ,8.373333333,5.306666667,1111.933333,4609.166667,11008.53624,7388.547293,2454.602119,778.7971458,1693.789515,4939.708989,1909.614931,1820.415432,1229.011778,410.4079922,834.7352098,583.3399909,1132.085856,793.0944682,339.0969564,1513.686868,1263.217225,250.1367192,2095.639419,713.3999653,470.5882353,242.7668369,1382.581416,9297.851618,772.3861358,1317.215698,7980.635921,7775.880836,7476.253223,204.7550845,280592
2000-I ,8.686666667,5.676666667,1113,4681.133333,11041.17627,7500.64535,2492.166564,822.4753525,1679.234045,5014.343154,1886.590107,1873.613942,1274.638496,418.1820735,870.763529,587.9812035,1151.645755,810.7347994,340.7329184,1575.461794,1312.52691,262.7619623,2078.552515,685.1851852,442.8832856,242.1473033,1393.867083,9528.877972,793.1634428,1369.926881,8158.951091,7909.005106,7599.586077,250.0597005,281304
2000-II ,9.246666667,6.273333333,1107.6,4757.766667,11256.4207,7571.291289,2505.87306,807.6895616,1712.818571,5072.643619,2016.97426,1920.629605,1321.712888,435.5327972,901.6825881,584.0561109,1184.363617,836.1668245,348.0335325,1623.734948,1354.040281,269.3939827,2106.335228,712.6709274,463.2440604,249.1997343,1394.110047,9624.374901,790.7360894,1387.210644,8237.164257,7980.901953,7666.033082,256.262304,282007
2000-III ,9.5,6.52,1101.333333,4813.066667,11267.26504,7645.398896,2532.739922,821.6447262,1724.576178,5119.737866,1986.716047,1927.479219,1336.223437,451.9042767,903.7176471,573.7219892,1213.261202,871.6543051,340.8424848,1680.457883,1401.920319,278.173191,2099.826221,698.9059239,453.7319974,244.8244398,1401.33541,9722.634634,799.9280155,1398.749269,8323.885365,8066.203266,7740.248347,257.5696225,282792
2000-IV ,9.5,6.473333333,1092.666667,4884.833333,11336.07135,7713.240818,2555.548742,827.7743268,1741.539614,5164.714832,1989.727013,1933.311888,1341.378631,453.8341158,907.0449173,574.3006212,1203.572395,858.4920848,344.4962336,1679.079364,1402.169065,276.3762421,2106.188341,695.5801304,454.0984204,241.3164855,1410.989483,9744.177979,801.0385076,1403.999597,8340.178382,8142.100964,7812.419566,198.0774181,283570
2001-I ,8.623333333,5.593333333,1102.733333,5016.166667,11297.44268,7744.069693,2562.377978,841.88726,1731.491858,5189.205213,1883.28149,1921.86061,1328.653092,441.4862925,904.0537437,576.8698235,1187.697571,846.9317645,340.0887476,1654.197839,1380.653775,273.0540905,2137.34751,710.3668376,462.0831677,248.0653027,1427.236599,9845.849495,817.4311213,1442.146326,8403.703169,8172.310702,7844.337997,231.392467,284246
2001-II ,7.34,4.326666667,1120.433333,5144.9,11369.71182,7773.458401,2569.848364,841.5462809,1739.78985,5211.210168,1875.262078,1891.799255,1293.733641,443.2370981,870.7025052,584.9218488,1148.890363,808.6363832,340.0011082,1604.677438,1325.175881,279.9871598,2181.652807,725.5497944,468.5302074,256.7078102,1456.483126,9802.324426,810.1277,1439.797799,8362.636999,8183.945344,7857.024602,178.6916548,284939
2001-III ,6.566666667,3.496666667,1165.033333,5262.533333,11337.97626,7807.583549,2589.142834,851.7720416,1748.150584,5225.340184,1835.201055,1872.034523,1272.404799,445.7803107,849.0474715,588.0986157,1089.643415,764.4894903,325.0885747,1565.760327,1299.701166,266.1660014,2177.688868,730.4036597,472.7702953,257.3520838,1447.640049,9770.60435,804.8101572,1220.692918,8549.911432,8194.540714,7867.885709,355.3707188,285706
2001-IV ,5.156666667,2.133333333,1172.9,5384.1,11381.00149,7929.901902,2683.39488,923.2172975,1763.331776,5248.561784,1732.299037,1825.069098,1232.168462,403.5021921,843.1586538,583.0843596,1059.011692,746.9948169,311.7546276,1547.103363,1288.054288,258.9993316,2216.324134,739.2395518,479.2613569,259.7102254,1477.615266,9778.262968,802.7955762,1346.989379,8431.273589,8292.262793,7973.316949,139.0107961,286451
2002-I ,4.75,1.733333333,1191.1,5482.1,11477.87775,7957.106309,2677.894035,912.5401032,1770.423461,5282.493117,1789.502611,1808.844759,1203.362506,381.5307351,832.9014151,598.6806874,1076.067611,746.6622713,329.5003698,1585.992731,1313.528487,272.4776205,2250.185908,756.8836369,489.5862455,266.9859256,1494.007149,9815.675256,816.232822,1168.046005,8647.629251,8304.671528,7990.685369,342.9577234,287092
2002-II ,4.75,1.75,1189.2,5523.466667,11539.7342,7997.450633,2690.432568,922.058741,1772.599879,5310.275457,1811.8555,1801.582404,1183.858478,360.9083536,830.48628,613.3097662,1105.360322,772.89241,332.464363,1639.740681,1369.551485,270.0181878,2271.861692,774.3357751,500.7884606,273.2271222,1498.061006,9862.201082,818.8477572,1137.766264,8724.434818,8374.604073,8058.297868,349.8307446,287746
2002-III ,4.75,1.74,1194.133333,5626.933333,11596.73609,8051.590714,2725.060827,949.1334367,1777.621872,5328.888207,1815.062467,1798.417666,1177.744146,344.8535691,837.2755884,616.889382,1113.183469,776.4588442,336.6371603,1666.990969,1395.061446,271.7596783,2290.225236,786.6496804,509.3036972,277.0396336,1504.137353,9833.553672,815.6520231,1133.807243,8699.746429,8432.088598,8117.7261,267.6578314,288488
2002-IV ,4.45,1.443333333,1210.7,5744.833333,11598.7633,8080.189991,2732.807986,936.7107765,1800.157219,5349.786623,1813.487905,1783.867123,1155.626781,339.6961724,820.3936307,626.259991,1101.822219,758.0828595,343.8139904,1697.226835,1413.387839,283.7774286,2305.580451,799.863853,521.0844744,278.6335782,1506.241489,9831.947257,812.4703753,1122.182962,8709.764295,8444.11169,8136.769078,265.7603309,289204
2003-I ,4.25,1.25,1234.4,5833.933333,11645.22305,8121.953033,2752.471988,937.7094384,1819.498691,5371.550811,1813.083707,1784.023283,1150.484216,336.2560549,818.2857143,632.269886,1091.502986,761.1951515,330.2251189,1676.91627,1398.077093,278.8705798,2300.881028,800.176542,517.0674383,282.8168029,1501.191245,9833.584668,819.99123,1092.287783,8741.296885,8474.027016,8178.415204,267.2698688,289815
2003-II ,4.24,1.246666667,1265.7,5949.166667,11738.2171,8197.361578,2800.288151,974.4889568,1827.845504,5398.428131,1823.871353,1829.625197,1181.368066,346.3277736,839.5125797,646.6231644,1088.104637,760.8870234,327.1205782,1701.079516,1434.682981,266.553425,2335.078186,838.6798578,560.6092425,278.0322862,1496.541233,9939.326082,826.2955854,1085.625933,8853.700149,8539.667306,8236.084453,314.0328428,290467
2003-III ,4,1.016666667,1293.6,6070.566667,11935.54886,8311.717069,2876.548723,1013.599328,1863.690156,5435.293367,1890.621107,1888.403172,1208.227031,345.5615832,865.7870292,679.5255643,1117.465904,775.4388973,341.975043,1720.679874,1440.404608,280.1950123,2341.92682,839.5506012,554.0992995,285.4405713,1502.630679,9987.593315,829.0210383,1002.290465,8985.30285,8660.502206,8358.60621,324.8006447,291197
2003-IV ,4,0.996666667,1300.4,6061,12041.07032,8357.438233,2890.638797,1020.126555,1871.252356,5467.104291,1958.43849,1922.142427,1223.858123,343.896615,882.091712,697.9189039,1169.457425,810.8136784,358.7131367,1784.184477,1490.852298,293.196206,2343.654133,845.6710477,565.0194702,280.608365,1498.217322,10102.30665,835.644901,1072.426777,9029.879869,8704.713489,8398.426376,325.1663801,291899
2004-I ,4,1.003333333,1318.566667,6107.1,12127.91768,8437.044593,2919.369787,1031.266331,1888.856045,5517.887617,1970.677979,1918.111477,1214.048182,341.7839051,874.4470908,704.1880191,1197.098707,823.8520395,373.3070097,1829.184894,1525.90366,303.0885147,2354.824453,856.5258096,573.4433352,283.0466417,1498.484569,10122.77253,849.4729357,1055.488162,9067.284364,8779.072199,8476.219359,288.1075881,292471
2004-II ,4.003333333,1.01,1335.233333,6236.1,12213.06291,8482.625363,2931.574743,1038.344648,1893.808642,5551.217891,2055.031992,1977.115935,1246.752171,345.7627119,902.5433041,730.6706466,1215.784008,837.566072,378.2657646,1902.157041,1592.090007,309.9785894,2363.429156,861.4204665,576.4334238,284.8416854,1502.2708,10210.49139,851.9198266,1064.277641,9146.213747,8819.278108,8512.354704,327.0393297,293114
2004-III ,4.42,1.433333333,1352.266667,6302.366667,12301.5873,8555.188137,2966.107764,1058.669158,1907.65391,5589.194752,2080.48319,2019.081706,1281.008331,349.2492929,932.5537858,738.1035634,1224.827187,848.1187222,376.7034021,1929.649838,1617.822203,311.7852539,2372.028914,876.2988878,593.1847749,283.1838263,1495.709334,10292.85817,857.5751961,1095.979248,9196.878925,8888.991827,8575.443147,307.8870978,293845
2004-IV ,4.943333333,1.95,1370.633333,6386.133333,12409.97711,8653.519003,3003.243964,1076.03048,1927.3629,5650.345787,2124.99485,2053.275055,1309.265477,349.6404906,959.8771935,743.8258074,1252.746354,861.4751258,391.3360965,1978.604093,1659.67018,318.8883993,2357.583614,865.592067,578.4169968,287.1588505,1492.035839,10446.2315,860.5820322,1114.71021,9331.419112,8999.325595,8680.311453,332.0935175,294577
2005-I ,5.44,2.47,1369.966667,6422.633333,12533.1565,8718.229135,3032.363147,1083.263715,1949.308379,5685.990436,2169.578853,2078.536059,1321.320105,356.0531134,965.699103,757.3227795,1276.066674,879.0898455,396.9237646,1990.150816,1674.221167,315.9295992,2359.754296,869.1881863,583.5476875,285.6279281,1490.704872,10365.68328,871.6868812,1178.650252,9186.931784,9043.371738,8716.463847,143.5600462,295198
2005-II ,5.913333333,2.943333333,1366.9,6467.633333,12586.65594,8802.302413,3074.881689,1113.612592,1961.270648,5727.391479,2131.01211,2115.541582,1340.63793,354.7551524,986.0925434,775.0405515,1303.361539,907.9884948,395.2696577,2012.222886,1694.198962,318.0208469,2362.364985,869.9839486,588.0464337,281.9401817,1492.32774,10444.66791,870.6320076,1198.954196,9245.713711,9128.060737,8796.017899,117.652974,295826
2005-III ,6.426666667,3.46,1374,6557.166667,12681.99463,8864.918653,3098.288479,1126.747839,1971.597959,5766.753734,2154.320374,2142.637046,1359.52837,347.2749317,1012.503507,783.0158856,1303.741205,905.624975,398.1166935,2024.627465,1705.723098,318.8887899,2383.747492,890.360486,603.7032979,286.6641451,1493.425358,10528.01831,874.8880263,1218.274112,9309.744202,9199.960187,8867.124515,109.6844829,296575
2005-IV ,6.966666667,3.98,1375.466667,6648.133333,12748.34176,8887.913432,3089.434108,1098.407144,1990.469388,5798.4626,2232.454592,2150.825393,1367.146281,349.3074321,1018.129006,783.5321501,1336.570988,931.2423173,405.3335957,2081.566767,1755.266575,326.2442273,2373.255609,875.5261695,580.8589371,294.6995834,1497.64105,10601.70562,873.5391661,1237.563171,9364.241156,9224.178774,8893.615761,139.9636766,297316
2006-I ,7.43,4.456666667,1380.7,6735.766667,12916.00944,8986.179189,3145.694054,1142.312464,2003.638889,5840.600562,2265.389426,2200.300402,1424.730394,364.6288009,1060.743971,775.3837353,1388.616098,970.1499887,418.5002683,2121.015468,1782.405169,338.617418,2397.028053,900.5732243,595.6297902,305.0028259,1496.6072,10802.97048,896.8267187,1294.687032,9508.28345,9300.8788,8962.584867,207.4046497,297959
2006-II ,7.9,4.906666667,1379.466667,6806.166667,12961.54593,9034.67977,3150.886847,1139.434081,2011.558683,5883.70648,2261.069348,2190.144972,1450.170688,383.394012,1066.252174,740.4191052,1411.878788,987.708303,424.299751,2144.705815,1804.556642,340.1177071,2399.086426,892.9137032,597.2305955,295.6997035,1506.157307,10879.78248,890.8525927,1301.417751,9578.364731,9339.87182,8998.4463,238.4929112,298625
2006-III ,8.25,5.246666667,1367.733333,6899.333333,12965.02607,9090.363545,3176.518875,1152.206429,2024.545741,5913.967105,2229.472799,2162.482213,1465.854175,392.7624998,1072.044673,697.77506,1413.860817,988.0543785,425.7332976,2170.546323,1829.187176,341.2276925,2402.666995,892.0403437,594.2812467,297.7980873,1510.708557,10925.76352,887.4068791,1305.185856,9620.481289,9401.135279,9051.203223,219.4423831,299411
2006-IV ,8.25,5.246666667,1368.833333,7024.866667,13058.22309,9181.300703,3222.610145,1168.025033,2054.730395,5959.09395,2164.160033,2133.103703,1474.329633,394.2413608,1079.305677,660.5472066,1472.835558,1019.053449,453.803774,2168.179499,1818.76873,349.4327701,2409.315921,894.42549,606.4878769,287.8659639,1514.98709,11037.15571,895.8431267,1336.857354,9700.202423,9455.759471,9098.59263,244.4429521,300213
2007-I ,8.25,5.256666667,1367.833333,7127.5,13087.23877,9234.69241,3241.099719,1181.232599,2060.174508,5994.099514,2144.545412,2127.695624,1498.771266,404.4775112,1092.897803,631.48813,1495.931408,1050.381041,445.6914284,2193.303588,1849.608425,343.7621805,2406.512479,883.4897846,595.2592122,288.1838959,1522.749993,11117.72298,904.8459655,1384.412429,9733.215648,9504.868743,9142.228043,228.3469051,300913
2007-II ,8.25,5.25,1373.866667,7246.2,13191.88609,9270.045242,3252.397907,1194.59766,2058.959352,6018.026476,2193.183958,2147.111124,1538.935086,430.2619534,1104.558812,611.4625977,1520.781477,1069.800664,451.0403572,2218.131702,1871.353324,346.8527022,2426.612336,898.8336596,607.2593839,291.5100163,1527.728734,11149.09406,898.5949448,1394.131164,9754.962896,9562.097412,9184.841978,192.8654839,301617
2007-III ,8.176666667,5.073333333,1372.366667,7359.466667,13268.04674,9309.631142,3271.745779,1205.713456,2067.692423,6038.479456,2179.081421,2140.819612,1574.138143,454.4394275,1112.652165,570.5116279,1577.449279,1102.41741,475.0527578,2244.940049,1894.337777,350.6511435,2447.639349,919.6158766,622.2218123,297.316285,1528.429651,11202.80389,898.4246877,1403.349296,9799.454591,9621.681395,9231.461264,177.7731963,302406
2007-IV ,7.523333333,4.496666667,1374.533333,7463.733333,13363.84889,9342.025271,3280.696039,1212.839876,2070.217585,6061.607786,2127.15501,2115.093292,1596.156944,462.84557,1125.8225,523.1192132,1621.208775,1128.417213,492.7424464,2182.058727,1834.960558,347.1144861,2455.146195,922.1354911,622.2828325,299.806486,1533.275683,11353.46924,908.5468487,1419.487563,9933.981672,9724.798953,9340.190761,209.1827193,303166
2008-I ,6.213333333,3.176666667,1382.6,7607.4,13334.45009,9324.063953,3232.137787,1178.462404,2054.300514,6090.520281,2070.218716,2082.019818,1604.185985,462.8783179,1134.243436,481.9378169,1643.710655,1154.245194,489.3351199,2173.144876,1818.373048,355.05867,2468.986784,937.49433,632.6650146,304.7978288,1532.165161,11447.13087,919.7424014,1429.262754,10017.86811,9748.543563,9367.450258,269.2314851,303810
2008-II ,5.08,2.086666667,1392.833333,7734.566667,13363.31317,9326.37267,3234.576214,1169.701475,2064.411472,6090.189472,2038.748333,2057.926972,1597.677133,471.3739534,1116.908135,464.0601054,1695.507825,1193.887548,501.4495866,2188.238179,1838.19011,349.5903982,2489.201145,955.2078196,643.3662013,311.8527886,1535.111225,11506.44074,912.0458008,1229.604322,10276.74408,9780.322268,9403.01953,496.5141512,304445
2008-III ,5,1.94,1427.766667,7828.833333,13229.669,9243.705093,3170.751882,1132.938277,2035.419512,6069.996584,1973.52801,1993.945886,1562.118941,466.9999367,1084.429825,435.2203862,1673.918897,1180.675461,493.0353037,2187.334856,1833.134742,353.8967152,2521.414886,987.4238554,672.9656938,314.1984006,1536.17468,11368.36914,903.7520094,1317.404647,10051.05582,9688.733012,9317.916119,362.3228116,305177
2008-IV ,4.056666667,0.506666667,1529.166667,8102.2,13001.08104,9166.421424,3081.732486,1063.766767,2009.882258,6078.633737,1760.798263,1856.040607,1464.571571,456.0121624,993.5757624,394.4996996,1573.610636,1093.09506,480.4257622,2050.076566,1686.798771,363.7782702,2530.626105,1006.93316,681.5247795,325.189106,1526.855506,11320.06156,900.9289627,1321.985452,9998.076113,9477.710391,9131.319054,520.3657218,305890
2009-I ,3.25,0.183333333,1577.8,8354.366667,12834.87873,9154.123188,3095.287096,1076.487855,2011.88646,6053.648088,1531.495365,1663.524361,1313.703284,399.3830221,903.6342461,352.56595,1450.959071,985.1140479,464.9434305,1839.382509,1491.560353,347.4462242,2511.455455,994.0619396,666.8041089,327.3402918,1520.162261,11047.54945,880.8294889,1108.482163,9939.067282,9401.726579,9055.862604,537.3407025,306496
2009-II ,3.25,0.18,1624,8426.766667,12810.4605,9116.90102,3083.691029,1068.306999,2008.103833,6027.758414,1453.747423,1619.512195,1288.125695,377.2173715,903.9248447,333.8438875,1447.382201,975.9415033,470.3760233,1788.775441,1450.836401,337.5916575,2549.25076,1029.229838,693.21016,335.888679,1523.818495,11139.06257,886.860481,1015.471681,10123.59089,9399.297157,9054.90393,724.2937337,307101
2009-III ,3.25,0.156666667,1660.866667,8446.2,12859.71993,9161.389806,3137.936649,1118.459069,2016.741394,6020.73784,1493.883615,1622.14509,1282.643555,364.8854196,913.1905299,342.3949939,1489.568034,1018.762155,470.4847752,1879.976199,1541.650745,338.7330341,2559.253282,1043.570938,708.3029698,335.1787438,1520.025983,11082.46249,884.3010596,1017.684199,10064.77829,9496.80664,9147.951421,567.971647,307815
2009-IV ,3.25,0.12,1684.433333,8509.666667,13015.68924,9182.656141,3151.541096,1115.242033,2032.225417,6028.717441,1582.838807,1616.74517,1277.94208,334.5740524,944.7837846,341.7322221,1573.112154,1091.334188,481.9942592,1902.771035,1565.115228,338.3194017,2550.253331,1043.629264,703.8265078,339.7688302,1511.231841,11157.50321,888.661993,1018.478846,10138.9332,9577.365921,9236.232029,561.5672832,308521
2010-I ,3.25,0.133333333,1698.733333,8509.433333,13137.9878,9225.164787,3195.190199,1139.055637,2053.404634,6029.660271,1689.816614,1630.121261,1302.212488,318.6325875,989.750291,330.7118763,1616.05575,1127.690234,488.8246853,1953.996891,1610.085854,344.640624,2540.177727,1048.36485,704.4035172,343.9732605,1496.800269,11231.73183,898.3348339,1031.930083,10199.80174,9643.503488,9304.1952,556.3891996,309120
2010-II ,3.25,0.193333333,1711.566667,8566.866667,13195.18487,9275.485174,3222.436362,1157.996873,2063.275945,6053.401802,1792.244441,1702.049533,1354.934579,318.2163204,1046.090585,350.0931099,1651.735417,1158.904235,493.5099573,2100.165725,1752.930956,348.3926036,2564.876593,1071.526884,717.0766558,354.5154116,1499.067337,11329.23021,906.8199303,1040.050686,10289.17953,9651.717428,9309.318007,637.4620989,309724
2010-III ,3.25,0.186666667,1752.333333,8663.366667,13276.69728,9330.435096,3254.963925,1179.378761,2076.125184,6076.858478,1853.540017,1708.412623,1387.611029,315.4320732,1084.202759,323.3523541,1678.956067,1175.370398,504.2024281,2183.416445,1824.421667,360.1835955,2589.584083,1094.309837,731.7954003,362.5978232,1501.641712,11341.16694,909.5984153,1060.867999,10280.29894,9667.116874,9333.963623,613.1820637,310438
2010-IV ,3.25,0.186666667,1811.766667,8784.8,13377.65144,9422.646041,3328.17279,1237.324727,2097.266571,6099.202262,1758.554766,1736.890259,1413.490131,321.2419936,1104.514038,325.9514627,1713.883919,1206.722659,507.9252634,2111.177953,1755.697165,356.4154786,2578.793394,1093.421634,727.7283241,365.8503755,1491.991151,11445.9457,915.3877984,1084.054477,10361.89123,9786.175629,9457.567961,575.7155965,311140
